location,bedrooms,bathrooms,area,price
Bahria Town,6,6,18 Marla,47454935
F-10,4,4,21 Marla,101859686
G-13,5,7,14 Marla,41655882
G-13,9,9,35 Marla,101979093
G-13,6,8,38 Marla,96058457
F-10,3,4,6 Marla,31693720
F-10,5,7,30 Marla,131491893
Bahria Town,7,8,22 Marla,57919181
Bahria Town,7,8,27 Marla,63796744
Bahria Town,4,5,10 Marla,27178191
G-13,4,6,26 Marla,65742060
Bahria Town,4,5,10 Marla,29362092
F-10,7,9,17 Marla,78877147
G-13,8,10,38 Marla,105042685
F-10,9,11,17 Marla,94801517
F-10,4,5,28 Marla,132747080
G-13,4,6,35 Marla,89396672
G-13,4,5,11 Marla,34888932
F-10,8,8,29 Marla,136521770
Bahria Town,7,9,15 Marla,39341141
DHA Phase 2,6,8,14 Marla,54790445
Bahria Town,6,7,7 Marla,23983946
F-10,5,5,13 Marla,66001538
DHA Phase 2,4,6,5 Marla,22667904
G-13,5,6,28 Marla,69826108
DHA Phase 2,4,6,27 Marla,94917770
DHA Phase 2,6,7,8 Marla,35919106
G-13,4,4,11 Marla,32515808
Bahria Town,4,5,25 Marla,66127677
F-10,3,5,14 Marla,65502939
DHA Phase 2,6,6,19 Marla,59900658
Bahria Town,6,7,30 Marla,81261102
Bahria Town,5,7,40 Marla,91456868
F-10,4,6,24 Marla,109082867
Bahria Town,6,7,40 Marla,91317612
DHA Phase 2,5,7,16 Marla,59789351
F-10,8,9,16 Marla,83869907
F-10,5,6,20 Marla,95236894
F-10,3,3,7 Marla,38944348
Bahria Town,5,5,24 Marla,54900244
Bahria Town,9,11,27 Marla,77737779
G-13,5,7,7 Marla,25698702
DHA Phase 2,7,8,22 Marla,74121961
G-13,4,4,23 Marla,58706344
Bahria Town,2,3,6 Marla,17427917
G-13,7,8,39 Marla,99217133
G-13,6,7,40 Marla,115916880
F-10,7,9,40 Marla,205640891
DHA Phase 2,5,6,37 Marla,110736602
Bahria Town,5,5,10 Marla,31965634
G-13,5,6,33 Marla,96230173
F-10,7,7,26 Marla,126155825
Bahria Town,3,3,14 Marla,36257331
DHA Phase 2,7,9,35 Marla,112285682
F-10,6,6,26 Marla,114087272
G-13,3,5,12 Marla,35117120
DHA Phase 2,4,6,37 Marla,113996919
Bahria Town,6,6,8 Marla,25174248
Bahria Town,4,6,20 Marla,46340431
DHA Phase 2,9,11,23 Marla,79155355
DHA Phase 2,6,7,8 Marla,31411189
F-10,5,6,11 Marla,53131953
Bahria Town,9,11,32 Marla,78197841
Bahria Town,5,5,39 Marla,85221220
DHA Phase 2,4,5,37 Marla,125329496
F-10,4,5,35 Marla,148913289
G-13,7,7,36 Marla,95082216
G-13,8,9,26 Marla,79657169
F-10,5,7,40 Marla,204386046
Bahria Town,4,6,24 Marla,58136073
F-10,4,6,12 Marla,62193631
G-13,9,11,19 Marla,63982268
F-10,9,10,28 Marla,136591010
G-13,9,9,37 Marla,98941639
G-13,4,5,18 Marla,46597017
G-13,7,9,32 Marla,97729521
G-13,6,7,36 Marla,106243741
Bahria Town,4,6,36 Marla,83991563
G-13,5,6,15 Marla,49392294
F-10,8,9,37 Marla,167643742
Bahria Town,6,8,14 Marla,39792238
F-10,6,6,15 Marla,75159037
DHA Phase 2,3,4,6 Marla,22545871
DHA Phase 2,6,7,14 Marla,46163406
F-10,8,8,28 Marla,151351203
G-13,6,7,30 Marla,78577869
DHA Phase 2,8,8,32 Marla,115188674
G-13,5,5,13 Marla,43424437
F-10,6,7,13 Marla,73291765
Bahria Town,4,4,32 Marla,74176986
DHA Phase 2,7,9,20 Marla,63730338
DHA Phase 2,8,9,23 Marla,73174826
Bahria Town,8,9,32 Marla,88360527
F-10,8,10,19 Marla,92402668
Bahria Town,4,4,30 Marla,78054542
F-10,7,9,35 Marla,184126186
DHA Phase 2,5,6,18 Marla,66476864
G-13,5,5,33 Marla,87130812
F-10,8,10,17 Marla,82023736
Bahria Town,7,9,35 Marla,86461863
Bahria Town,4,4,27 Marla,63692097
G-13,3,5,11 Marla,29385108
DHA Phase 2,5,5,30 Marla,99268969
Bahria Town,8,10,28 Marla,77884307
